signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,transcript_clean,hidden_file
S08956_L0242_E001,there is also the need for emotional stability,there is emotional,37.5,8,3,There is also the need for emotional stability.,There is also the need for emotional stability.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08956_L0242_E001.pt
S08959_L0218_E001,having the collision was the easy part,,0.0,7,0,This is the best way to do it.,Having the collision was the easy part.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08959_L0218_E001.pt
S08959_L0221_E001,having the collision was the easy part,permission,0.0,7,0,The end.,Having the collision was the easy part.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08959_L0221_E001.pt
S08961_L0209_E001,well it's a pity you said it now,well it's a pity you said it now,100.0,8,8,"Well, it's a good thing that we have.","Well, it's a pity you said it now.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08961_L0209_E001.pt
S08965_L0219_E001,and i wouldn't be happy working for anyone else,,0.0,9,0,Thanks for watching!,And I wouldn't be happy working for anyone else.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08965_L0219_E001.pt
S08965_L0225_E001,and i wouldn't be happy working for anyone else,steady,0.0,9,0,Thanks for watching!,And I wouldn't be happy working for anyone else.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08965_L0225_E001.pt
S08973_L0201_E001,can either of you see any landmark you know,,0.0,9,0,The end.,Can either of you see any landmark you know?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08973_L0201_E001.pt
S08976_L0206_E001,the question was what should he say,,0.0,7,0,"First time ever, the switch has a sound.","The question was, what should he say?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08976_L0206_E001.pt
S08977_L0243_E001,it is something else i cannot understand,is it something ,14.2857142857,7,1,It is something else.,It is something else I cannot understand.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08977_L0243_E001.pt
S08979_L0206_E001,i remember the teacher who hit me with a stick,i remember the teacher who hit me with a stick,100.0,10,10,I remember the teacher who hit me with a stick.,I remember the teacher who hit me with a stick.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08979_L0206_E001.pt
S08979_L0212_E001,i remember the teacher who hit me with a stick,i remember the teacher who hit me with a stick,100.0,10,10,I remember the teacher who hit me with a stick.,I remember the teacher who hit me with a stick.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08979_L0212_E001.pt
S08980_L0242_E001,eloquence alone was sufficient to defeat the motion,i see sufficient defeat,25.0,8,2,All things alone is sufficient to defeat the motion.,Eloquence alone was sufficient to defeat the motion.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08980_L0242_E001.pt
S08983_L0227_E001,how did they make the stuff hold all that water,what you do,0.0,10,0,"How do they make the stuff go different, Richard?",How did they make the stuff hold all that water?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08983_L0227_E001.pt
S08987_L0206_E001,he did not want anything to go wrong,anything,12.5,8,1,Thanks for watching!,He did not want anything to go wrong.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08987_L0206_E001.pt
S08993_L0200_E001,she forced her voice down an octave,,0.0,7,0,Thanks for watching!,She forced her voice down an octave.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08993_L0200_E001.pt
S08993_L0240_E001,she forced her voice down an octave,she voiced over ,14.2857142857,7,1,Thanks for watching!,She forced her voice down an octave.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08993_L0240_E001.pt
S08998_L0224_E001,could he get leave for this dance,did you get,14.2857142857,7,1,It's a good idea to get some of that done.,Could he get leave for this dance?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08998_L0224_E001.pt
S09011_L0209_E001,it's a gun he said bending to pick it up,it's a gun he said bending to pick it up,100.0,10,10,"It's a gun, he said, bending to pick it up.","It's a gun,"" he said, bending to pick it up.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09011_L0209_E001.pt
S09018_L0215_E001,i've had them make up a bed for you,i had them make up a bed for you,88.8888888889,9,8,I've had to make up a bed for you.,I've had them make up a bed for you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09018_L0215_E001.pt
S09029_L0209_E001,who am i to argue with the bard,you're to have it as a back up,0.0,8,0,We are now at the hardwoods with the bonfires.,Who am I to argue with the bard?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09029_L0209_E001.pt
S09030_L0243_E001,still she was on her own and not very brave,,0.0,10,0,Thanks for watching!,"Still, she was on her own and not very brave.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09030_L0243_E001.pt
S09034_L0216_E001,the perimeter path was beside the coal mountain,the perimeter,25.0,8,2,The perimeter is designed for cold management.,The perimeter path was beside the Coal Mountain.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09034_L0216_E001.pt
S09040_L0231_E001,finally he found another field where he could hide,,0.0,9,0,Sound of sawing machine.,Finally he found another field where he could hide.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09040_L0231_E001.pt
S09047_L0224_E001,we communicate with other people throughout our lives,with other people throughout our lives,75.0,8,6,We communicate with other people throughout our lives.,We communicate with other people throughout our lives.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09047_L0224_E001.pt
S09049_L0222_E001,most of us value a good listener,,0.0,7,0,Shhhhhh....,Most of us value a good listener.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09049_L0222_E001.pt
S09061_L0243_E001,i didn't expect anything in return for them,i didn't expect anything in return for them ,100.0,8,8,I didn't expect anything in return for them.,I didn't expect anything in return for them.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09061_L0243_E001.pt
S09065_L0222_E001,indeed the longer you kept them the better they became,,0.0,10,0,The end.,"Indeed, the longer you kept them, the better they became.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09065_L0222_E001.pt
S09067_L0201_E001,the argument cannot be stopped at this simple point however,not a word,0.0,10,0,The end.,"The argument cannot be stopped at this simple point, however.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09067_L0201_E001.pt
S09069_L0217_E001,he didn't want to play the game part time,he didn't want,33.3333333333,9,3,He didn't want to play the game part time.,You didn't want to play the game part time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09069_L0217_E001.pt
S09071_L0215_E001,would such a document be difficult to trace,would that be difficult to pay,50.0,8,4,Would such a document be difficult to trace?,Would such a document be difficult to trace?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09071_L0215_E001.pt
S09073_L0200_E001,he spurred the horse into a canter,he spurred the horse into a canter,100.0,7,7,He spurred the horse into a canter.,He spurred the horse into a canter.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09073_L0200_E001.pt
S09073_L0240_E001,he spurred the horse into a canter,he spurred the horse into a canter ,100.0,7,7,He spurred the horse into a canter.,He spurred the horse into a canter.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09073_L0240_E001.pt
S09080_L0216_E001,it also meant something looking back as well as forward,you always learn something looking back as well as forward,70.0,10,7,It also needs something looking back as well as forward.,It also meant something looking back as well as forward.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09080_L0216_E001.pt
S09086_L0222_E001,a shadow falling across the bench was her only warning,,0.0,10,0,Showering,A shadow falling across the bench was her only warning.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09086_L0222_E001.pt
S09088_L0206_E001,in the meantime keep looking over your shoulder,,0.0,8,0,Thanks for watching!,"In the meantime, keep looking over your shoulder.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09088_L0206_E001.pt
S09088_L0212_E001,in the meantime keep looking over your shoulder,,0.0,8,0,Thanks for watching!,"In the meantime, keep looking over your shoulder.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09088_L0212_E001.pt
S09092_L0200_E001,you go off now and forget all about it,,0.0,9,0,The end.,You go off now and forget all about it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09092_L0200_E001.pt
S09092_L0240_E001,you go off now and forget all about it,know from here you'll forget all about it,44.4444444444,9,4,Thanks for watching!,You go off now and forget all about it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09092_L0240_E001.pt
S09094_L0239_E001,you don't ask for much do you mate,,0.0,8,0,That helps a lot.,"You don't ask for much, do you mate?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09094_L0239_E001.pt
S09101_L0217_E001,surely such a creature cannot be of use to us,surely such a creature cannot be of use to us,100.0,10,10,Surely such a creature cannot be of use to us.,Surely such a creature cannot be of use to us.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09101_L0217_E001.pt
S09107_L0239_E001,either the girl or the boy is with them,i see,0.0,9,0,The end.,Either the girl or the boy is with them.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09107_L0239_E001.pt
S09111_L0227_E001,he's much younger than me of course,cause of,14.2857142857,7,1,He's much younger than me of course.,He's much younger than me of course.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09111_L0227_E001.pt
S09128_L0240_E001,in fact there was not much to choose between them,in fact there was not much to choose between them,100.0,10,10,"In fact, there was not much to choose between.","In fact, there was not much to choose between them.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09128_L0240_E001.pt
S09136_L0224_E001,she couldn't let them into her mind,,0.0,7,0,Thanks for watching!,She couldn't let them into her mind.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09136_L0224_E001.pt
S09140_L0206_E001,everybody ought to get a bite of the big apple,everybody,10.0,10,1,The end.,Everybody ought to get a bite of the big apple.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09140_L0206_E001.pt
S09140_L0212_E001,everybody ought to get a bite of the big apple,everybody,10.0,10,1,Everyone can watch the video now.,Everybody ought to get a bite of the big apple.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09140_L0212_E001.pt
S09142_L0243_E001,and what was the reason for it,,0.0,7,0,The end.,And what was the reason for it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09142_L0243_E001.pt
S09144_L0224_E001,i knew i didn't want to walk up that beach,i knew i ,30.0,10,3,I knew I didn't want to walk up that beach.,I knew I didn't want to walk up that beach.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09144_L0224_E001.pt
