signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,wcs,correct_words,transcript_clean,hidden_file
S08905_L0231_E001,don't you yet understand boy what you mean to me,do you not understand long term what you mean to me ,70.0,10,7,"Don't you yet understand, boy, what you mean to me?",100.0,don't you yet understand boy what you mean to me,"Don't you yet understand, boy, what you mean to me?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08905_L0231_E001.pt
S08911_L0243_E001,she felt ashamed of being such a failure,,0.0,8,0,The end.,0.0,,She felt ashamed of being such a failure.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08911_L0243_E001.pt
S08916_L0236_E001,and we both know that force wouldn't be necessary,there were those,0.0,9,0,The feedback from the other folks wouldn't be necessary.,33.333333333333336,wouldn't be necessary,And we both know that force wouldn't be necessary.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08916_L0236_E001.pt
S08922_L0236_E001,why don't you stay sunday as well,why did they say,14.2857142857,7,1,1% Sun.,0.0,,Why don't you stay Sunday as well?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08922_L0236_E001.pt
S08923_L0236_E001,this is a classic sauce to serve with fish,this was a classic sauce to,55.5555555556,9,5,This is a classic sauce to serve with fish.,100.0,this is a classic sauce to serve with fish,This is a classic sauce to serve with fish.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08923_L0236_E001.pt
S08929_L0243_E001,i think it's a good reason for not getting married,,0.0,10,0,The end.,0.0,,I think it's a good reason for not getting married.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08929_L0243_E001.pt
S08931_L0217_E001,she was great fun charming and kind says a friend,she was great fun charming and kind said her friends,70.0,10,7,"She was great fun, charming and kind, said a friend.",90.0,she was great fun charming and kind a friend,"She was great fun, charming and kind, says a friend.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08931_L0217_E001.pt
S08935_L0216_E001,what did you do with the screen,what,14.2857142857,7,1,The end.,14.285714285714286,the,What did you do with the screen?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08935_L0216_E001.pt
S08939_L0222_E001,all are appointed by the lord chancellor,,0.0,7,0,The program will be played on the sponsor.,14.285714285714286,the,All are appointed by the Lord Chancellor.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08939_L0222_E001.pt
S08943_L0201_E001,the door to his office was always open,,0.0,8,0,The goal is to sound this is moving sense.,25.0,the to,The door to his office was always open.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08943_L0201_E001.pt
S08949_L0231_E001,you would have to question whether she is genuine,you have to question is she genuine ,66.6666666667,9,6,You would have to question whether she was genuine.,88.88888888888889,you would have to question whether she genuine,You would have to question whether she is genuine.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08949_L0231_E001.pt
S08950_L0231_E001,the answer is likely to be in the kitchen,the answer is likely to be in the kitchen ,100.0,9,9,The answer is likely to be in the future.,88.88888888888889,the answer is likely to be in the,The answer is likely to be in the kitchen.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08950_L0231_E001.pt
S08952_L0215_E001,it is not business as usual with china,,0.0,8,0,Just know that this is your child. It's a child.,12.5,is,It is not business as usual with China.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08952_L0215_E001.pt
S08956_L0242_E001,there is also the need for emotional stability,there is emotional,37.5,8,3,There is also the need for emotional stability.,100.0,there is also the need for emotional stability,There is also the need for emotional stability.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08956_L0242_E001.pt
S08959_L0218_E001,having the collision was the easy part,,0.0,7,0,This is the best way to do it.,14.285714285714286,the,Having the collision was the easy part.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08959_L0218_E001.pt
S08959_L0221_E001,having the collision was the easy part,permission,0.0,7,0,The end.,14.285714285714286,the,Having the collision was the easy part.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08959_L0221_E001.pt
S08961_L0209_E001,well it's a pity you said it now,well it's a pity you said it now,100.0,8,8,"Well, it's a good thing that we have.",37.5,well it's a,"Well, it's a pity you said it now.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08961_L0209_E001.pt
S08965_L0219_E001,and i wouldn't be happy working for anyone else,,0.0,9,0,Thanks for watching!,11.11111111111111,for,And I wouldn't be happy working for anyone else.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08965_L0219_E001.pt
S08965_L0225_E001,and i wouldn't be happy working for anyone else,steady,0.0,9,0,Thanks for watching!,11.11111111111111,for,And I wouldn't be happy working for anyone else.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08965_L0225_E001.pt
S08973_L0201_E001,can either of you see any landmark you know,,0.0,9,0,The end.,0.0,,Can either of you see any landmark you know?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08973_L0201_E001.pt
S08976_L0206_E001,the question was what should he say,,0.0,7,0,"First time ever, the switch has a sound.",14.285714285714286,the,"The question was, what should he say?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08976_L0206_E001.pt
S08977_L0243_E001,it is something else i cannot understand,is it something ,14.2857142857,7,1,It is something else.,57.142857142857146,it is something else,It is something else I cannot understand.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08977_L0243_E001.pt
S08979_L0206_E001,i remember the teacher who hit me with a stick,i remember the teacher who hit me with a stick,100.0,10,10,I remember the teacher who hit me with a stick.,100.0,i remember the teacher who hit me with a stick,I remember the teacher who hit me with a stick.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08979_L0206_E001.pt
S08979_L0212_E001,i remember the teacher who hit me with a stick,i remember the teacher who hit me with a stick,100.0,10,10,I remember the teacher who hit me with a stick.,100.0,i remember the teacher who hit me with a stick,I remember the teacher who hit me with a stick.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08979_L0212_E001.pt
S08980_L0242_E001,eloquence alone was sufficient to defeat the motion,i see sufficient defeat,25.0,8,2,All things alone is sufficient to defeat the motion.,75.0,alone sufficient to defeat the motion,Eloquence alone was sufficient to defeat the motion.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08980_L0242_E001.pt
S08983_L0227_E001,how did they make the stuff hold all that water,what you do,0.0,10,0,"How do they make the stuff go different, Richard?",50.0,how they make the stuff,How did they make the stuff hold all that water?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08983_L0227_E001.pt
S08987_L0206_E001,he did not want anything to go wrong,anything,12.5,8,1,Thanks for watching!,0.0,,He did not want anything to go wrong.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08987_L0206_E001.pt
S08993_L0200_E001,she forced her voice down an octave,,0.0,7,0,Thanks for watching!,0.0,,She forced her voice down an octave.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08993_L0200_E001.pt
S08993_L0240_E001,she forced her voice down an octave,she voiced over ,14.2857142857,7,1,Thanks for watching!,0.0,,She forced her voice down an octave.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08993_L0240_E001.pt
S08998_L0224_E001,could he get leave for this dance,did you get,14.2857142857,7,1,It's a good idea to get some of that done.,14.285714285714286,get,Could he get leave for this dance?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S08998_L0224_E001.pt
S09011_L0209_E001,it's a gun he said bending to pick it up,it's a gun he said bending to pick it up,100.0,10,10,"It's a gun, he said, bending to pick it up.",100.0,it's a gun he said bending to pick it up,"It's a gun,"" he said, bending to pick it up.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09011_L0209_E001.pt
S09018_L0215_E001,i've had them make up a bed for you,i had them make up a bed for you,88.8888888889,9,8,I've had to make up a bed for you.,88.88888888888889,i've had make up a bed for you,I've had them make up a bed for you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09018_L0215_E001.pt
S09029_L0209_E001,who am i to argue with the bard,you're to have it as a back up,0.0,8,0,We are now at the hardwoods with the bonfires.,25.0,with the,Who am I to argue with the bard?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09029_L0209_E001.pt
S09030_L0243_E001,still she was on her own and not very brave,,0.0,10,0,Thanks for watching!,0.0,,"Still, she was on her own and not very brave.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09030_L0243_E001.pt
S09034_L0216_E001,the perimeter path was beside the coal mountain,the perimeter,25.0,8,2,The perimeter is designed for cold management.,25.0,the perimeter,The perimeter path was beside the Coal Mountain.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09034_L0216_E001.pt
S09040_L0231_E001,finally he found another field where he could hide,,0.0,9,0,Sound of sawing machine.,0.0,,Finally he found another field where he could hide.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09040_L0231_E001.pt
S09047_L0224_E001,we communicate with other people throughout our lives,with other people throughout our lives,75.0,8,6,We communicate with other people throughout our lives.,100.0,we communicate with other people throughout our lives,We communicate with other people throughout our lives.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09047_L0224_E001.pt
S09049_L0222_E001,most of us value a good listener,,0.0,7,0,Shhhhhh....,0.0,,Most of us value a good listener.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09049_L0222_E001.pt
S09061_L0243_E001,i didn't expect anything in return for them,i didn't expect anything in return for them ,100.0,8,8,I didn't expect anything in return for them.,100.0,i didn't expect anything in return for them,I didn't expect anything in return for them.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09061_L0243_E001.pt
S09065_L0222_E001,indeed the longer you kept them the better they became,,0.0,10,0,The end.,10.0,the,"Indeed, the longer you kept them, the better they became.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09065_L0222_E001.pt
S09067_L0201_E001,the argument cannot be stopped at this simple point however,not a word,0.0,10,0,The end.,10.0,the,"The argument cannot be stopped at this simple point, however.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09067_L0201_E001.pt
S09069_L0217_E001,he didn't want to play the game part time,he didn't want,33.3333333333,9,3,He didn't want to play the game part time.,100.0,he didn't want to play the game part time,You didn't want to play the game part time.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09069_L0217_E001.pt
S09071_L0215_E001,would such a document be difficult to trace,would that be difficult to pay,50.0,8,4,Would such a document be difficult to trace?,100.0,would such a document be difficult to trace,Would such a document be difficult to trace?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09071_L0215_E001.pt
S09073_L0200_E001,he spurred the horse into a canter,he spurred the horse into a canter,100.0,7,7,He spurred the horse into a canter.,100.0,he spurred the horse into a canter,He spurred the horse into a canter.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09073_L0200_E001.pt
